name,radius,mass,ExoRM,Forecaster,ExoRM res,Forecaster res
TOI-6038 A b,0.80686,1.8949,1.5724,1.5269,0.32242,0.36795
Kepler-282 e,0.49136,1.7497,1.2356,0.99128,0.51412,0.75846
Kepler-289 c,1.0504,2.1964,2.5969,1.9404,0.40051,0.25602
Kepler-289 d,0.48144,0.72673,1.2205,0.97444,0.49381,0.24771
Kepler-289 b,0.33244,0.86332,1.0518,0.72146,0.18851,0.14187
Kepler-1705 b,0.3075,0.65031,0.99684,0.67911,0.34653,0.028803
OGLE-TR-111 b,1.0543,2.2426,2.6134,1.9471,0.37083,0.2955
OGLE-TR-182 b,1.2169,2.5275,2.5766,4.6162,0.049061,2.0887
OGLE-TR-132 b,1.1214,2.5591,2.6531,2.061,0.094031,0.49807
OGLE-TR-211 b,1.1506,2.3773,2.5902,2.1106,0.21297,0.26669
Kepler-1704 b,1.0773,3.1213,2.6804,1.9861,0.4409,1.1352
WD 1856+534 b,1.017,3.6421,2.407,1.8838,1.2351,1.7583
TIC 4672985 b,1.0607,3.6074,2.6374,1.9579,0.96995,1.6494
OGLE-TR-113 b,1.0882,2.6025,2.693,2.0045,0.090426,0.59801
Kepler-1513 b,0.9342,1.684,1.9155,1.7431,0.23151,0.05908
OGLE2-TR-L9 b,1.2575,3.1397,2.605,4.6623,0.53466,1.5226
Kepler-1656 b,0.7007,1.6866,1.4384,1.3467,0.2482,0.33994
Kepler-1972 c,-0.06148,0.32428,-0.23276,-0.23276,0.55704,0.55704
Kepler-1972 b,-0.095826,0.30535,-0.35586,-0.35586,0.66121,0.66121
Kepler-1876 b,-0.069051,0.38021,-0.2599,-0.2599,0.64011,0.64011
Kepler-1647 b,1.0746,2.6839,2.6753,1.9815,0.0086508,0.70246
Kepler-1654 b,0.96285,2.2012,2.0569,1.7918,0.14424,0.4094
Kepler-1655 b,0.34498,0.73239,1.0764,0.74275,0.34405,0.010359
HD 202772 A b,1.2385,2.5095,2.5895,4.6407,0.080027,2.1312
Kepler-1705 c,0.31175,0.734,1.006,0.68634,0.27204,0.04766
Kepler-1658 b,1.079,3.2716,2.6831,1.9889,0.58851,1.2827
Kepler-1661 b,0.58771,1.2304,1.3649,1.1549,0.13442,0.075592
Kepler-1710 b,0.4128,0.54344,1.1295,0.85789,0.58611,0.31445
Kepler-1708 b,0.99826,3.165,2.2739,1.8519,0.89109,1.3131
Kepler-1514 b,1.0941,3.2248,2.6946,2.0146,0.5302,1.2102
TIC 46432937 b,1.1244,3.0073,2.645,2.066,0.36231,0.94133
TIC 241249530 b,1.1237,3.1994,2.647,2.0648,0.55241,1.1346
TIC 393818343 b,1.0858,3.1397,2.6913,2.0005,0.44842,1.1392
TIC 365102760 b,0.79309,1.2833,1.5486,1.5036,0.26532,0.22025
Wendelstein-1 b,1.063,2.2745,2.645,1.9618,0.3705,0.31273
TIC 257060897 b,1.2228,2.3283,2.5796,4.6229,0.25133,2.2946
Wendelstein-2 b,1.1137,2.3661,2.673,2.0479,0.30687,0.31819
TIC 237913194 b,1.0976,2.7904,2.6938,2.0206,0.096636,0.76987
TIC 172900988 b,1.0512,2.9741,2.6002,1.9417,0.37381,1.0324
TIC 139270665 b,0.85913,2.1678,1.6804,1.6157,0.48735,0.55211
TIC 279401253 b,1.0496,3.2904,2.5933,1.939,0.69702,1.3514
ZTF J1828+2308 b,1.0465,3.8032,2.5795,1.9338,1.2237,1.8694
ZTF J1230-2655 b,1.1395,3.8466,2.6096,2.0916,1.2369,1.755
CFHTWIR-Oph 98 b,1.3191,3.3943,2.6816,4.7322,0.71266,1.3379
EPIC 201595106 b,0.19451,0.8848,0.68478,0.48729,0.20001,0.3975
EPIC 211945201 b,0.78675,1.4314,1.5383,1.4928,0.10693,0.061423
TYC 8998-760-1 c,1.091,3.2803,2.6942,2.0093,0.58612,1.2711
EPIC 249893012 b,0.29003,0.94201,0.96,0.64946,0.017993,0.29254
EPIC 220674823 c,0.44248,0.75587,1.1633,0.90828,0.40744,0.15241
EPIC 229004835 b,0.36773,1.017,1.1068,0.78137,0.089789,0.23566
EPIC 246851721 b,1.0712,2.9793,2.6678,1.9757,0.3115,1.0036
EPIC 248847494 b,1.0949,3.6161,2.6946,2.0159,0.92158,1.6002
EPIC 249893012 c,0.56467,1.1664,1.3399,1.1157,0.17348,0.050698
EPIC 249893012 d,0.5955,1.0077,1.3724,1.1681,0.36464,0.16033
EPIC 220674823 b,0.26007,0.95424,0.90009,0.59859,0.054151,0.35565
GSC 06214-00210 b,1.3048,3.6783,2.6603,4.716,1.0179,1.0378
CoRoTID 223977153 b,0.80544,1.6783,1.5699,1.5245,0.10838,0.15377
1RXS J160929.1-210524 b,1.2706,3.4053,2.618,4.6772,0.78736,1.2718
VHS J125601.92-125723.9 b,1.1635,3.5814,2.5749,4.5556,1.0064,0.97426
2MASS J02192210-3925225 b,1.2079,3.6452,2.5726,4.606,1.0726,0.96084
WISEP J121756.91+162640.2 A b,1.0199,3.8446,2.4266,1.8886,1.418,1.956
